timestamp;datetime_local;Roundtripzeit;ocr_confidence;source_file
1770751422;2026-02-10 20:23:42;11;0.987;DELLU2721DE_1770751422.png
1770751423;2026-02-10 20:23:43;10;0.997;DELLU2721DE_1770751423.png
1770751425;2026-02-10 20:23:45;10;0.997;DELLU2721DE_1770751425.png
1770751426;2026-02-10 20:23:46;10;0.997;DELLU2721DE_1770751426.png
1770751427;2026-02-10 20:23:47;10;0.997;DELLU2721DE_1770751427.png
1770751428;2026-02-10 20:23:48;10;0.997;DELLU2721DE_1770751428.png
1770751429;2026-02-10 20:23:49;10;0.997;DELLU2721DE_1770751429.png
1770751430;2026-02-10 20:23:50;11;0.992;DELLU2721DE_1770751430.png
1770751431;2026-02-10 20:23:51;10;0.997;DELLU2721DE_1770751431.png
1770751432;2026-02-10 20:23:52;10;0.997;DELLU2721DE_1770751432.png
1770751433;2026-02-10 20:23:53;10;0.997;DELLU2721DE_1770751433.png
1770751434;2026-02-10 20:23:54;10;0.997;DELLU2721DE_1770751434.png
1770751435;2026-02-10 20:23:55;40;1.000;DELLU2721DE_1770751435.png
1770751436;2026-02-10 20:23:56;18;1.000;DELLU2721DE_1770751436.png
1770751437;2026-02-10 20:23:57;21;1.000;DELLU2721DE_1770751437.png
1770751438;2026-02-10 20:23:58;17;0.998;DELLU2721DE_1770751438.png
1770751439;2026-02-10 20:23:59;11;0.990;DELLU2721DE_1770751439.png
1770751440;2026-02-10 20:24:00;25;1.000;DELLU2721DE_1770751440.png
1770751441;2026-02-10 20:24:01;16;0.995;DELLU2721DE_1770751441.png
1770751442;2026-02-10 20:24:02;20;1.000;DELLU2721DE_1770751442.png
1770751443;2026-02-10 20:24:03;22;1.000;DELLU2721DE_1770751443.png
1770751444;2026-02-10 20:24:04;11;0.990;DELLU2721DE_1770751444.png
1770751445;2026-02-10 20:24:05;25;1.000;DELLU2721DE_1770751445.png
1770751446;2026-02-10 20:24:06;14;1.000;DELLU2721DE_1770751446.png
1770751447;2026-02-10 20:24:07;24;1.000;DELLU2721DE_1770751447.png
1770751448;2026-02-10 20:24:08;17;0.998;DELLU2721DE_1770751448.png
1770751449;2026-02-10 20:24:09;24;1.000;DELLU2721DE_1770751449.png
1770751450;2026-02-10 20:24:10;23;1.000;DELLU2721DE_1770751450.png
1770751451;2026-02-10 20:24:11;23;1.000;DELLU2721DE_1770751451.png
1770751452;2026-02-10 20:24:12;23;1.000;DELLU2721DE_1770751452.png
1770751453;2026-02-10 20:24:13;24;1.000;DELLU2721DE_1770751453.png
1770751454;2026-02-10 20:24:14;11;0.990;DELLU2721DE_1770751454.png
1770751455;2026-02-10 20:24:15;24;1.000;DELLU2721DE_1770751455.png
1770751456;2026-02-10 20:24:16;22;1.000;DELLU2721DE_1770751456.png
1770751457;2026-02-10 20:24:17;21;1.000;DELLU2721DE_1770751457.png
1770751458;2026-02-10 20:24:18;26;0.990;DELLU2721DE_1770751458.png
1770751459;2026-02-10 20:24:19;22;1.000;DELLU2721DE_1770751459.png
1770751460;2026-02-10 20:24:20;13;1.000;DELLU2721DE_1770751460.png
1770751461;2026-02-10 20:24:21;11;0.990;DELLU2721DE_1770751461.png
1770751462;2026-02-10 20:24:22;10;0.997;DELLU2721DE_1770751462.png
1770751463;2026-02-10 20:24:23;10;0.997;DELLU2721DE_1770751463.png
1770751464;2026-02-10 20:24:24;11;0.742;DELLU2721DE_1770751464.png
1770751465;2026-02-10 20:24:25;11;0.990;DELLU2721DE_1770751465.png
1770751466;2026-02-10 20:24:26;24;1.000;DELLU2721DE_1770751466.png
1770751467;2026-02-10 20:24:27;12;1.000;DELLU2721DE_1770751467.png
1770751468;2026-02-10 20:24:28;15;0.998;DELLU2721DE_1770751468.png
1770751469;2026-02-10 20:24:29;23;1.000;DELLU2721DE_1770751469.png
1770751470;2026-02-10 20:24:30;18;1.000;DELLU2721DE_1770751470.png
1770751471;2026-02-10 20:24:31;17;0.998;DELLU2721DE_1770751471.png
1770751472;2026-02-10 20:24:32;13;1.000;DELLU2721DE_1770751472.png
1770751473;2026-02-10 20:24:33;19;1.000;DELLU2721DE_1770751473.png
1770751474;2026-02-10 20:24:34;22;1.000;DELLU2721DE_1770751474.png
1770751475;2026-02-10 20:24:35;13;1.000;DELLU2721DE_1770751475.png
1770751476;2026-02-10 20:24:36;10;0.997;DELLU2721DE_1770751476.png
1770751477;2026-02-10 20:24:37;10;0.997;DELLU2721DE_1770751477.png
1770751478;2026-02-10 20:24:38;10;0.997;DELLU2721DE_1770751478.png
1770751479;2026-02-10 20:24:39;11;0.738;DELLU2721DE_1770751479.png
1770751480;2026-02-10 20:24:40;11;0.991;DELLU2721DE_1770751480.png
1770751481;2026-02-10 20:24:41;10;0.996;DELLU2721DE_1770751481.png
1770751482;2026-02-10 20:24:42;10;0.997;DELLU2721DE_1770751482.png
1770751483;2026-02-10 20:24:43;10;0.997;DELLU2721DE_1770751483.png
1770751485;2026-02-10 20:24:45;10;0.997;DELLU2721DE_1770751485.png
1770751486;2026-02-10 20:24:46;10;0.997;DELLU2721DE_1770751486.png
1770751487;2026-02-10 20:24:47;31;1.000;DELLU2721DE_1770751487.png
1770751488;2026-02-10 20:24:48;20;1.000;DELLU2721DE_1770751488.png
1770751489;2026-02-10 20:24:49;36;1.000;DELLU2721DE_1770751489.png
1770751490;2026-02-10 20:24:50;37;1.000;DELLU2721DE_1770751490.png
1770751491;2026-02-10 20:24:51;23;1.000;DELLU2721DE_1770751491.png
1770751492;2026-02-10 20:24:52;38;1.000;DELLU2721DE_1770751492.png
1770751493;2026-02-10 20:24:53;35;1.000;DELLU2721DE_1770751493.png
1770751494;2026-02-10 20:24:54;34;1.000;DELLU2721DE_1770751494.png
1770751495;2026-02-10 20:24:55;33;0.976;DELLU2721DE_1770751495.png
1770751496;2026-02-10 20:24:56;30;0.999;DELLU2721DE_1770751496.png
1770751497;2026-02-10 20:24:57;12;1.000;DELLU2721DE_1770751497.png
1770751498;2026-02-10 20:24:58;11;0.993;DELLU2721DE_1770751498.png
1770751499;2026-02-10 20:24:59;12;1.000;DELLU2721DE_1770751499.png
1770751500;2026-02-10 20:25:00;22;1.000;DELLU2721DE_1770751500.png
1770751501;2026-02-10 20:25:01;21;1.000;DELLU2721DE_1770751501.png
1770751502;2026-02-10 20:25:02;21;1.000;DELLU2721DE_1770751502.png
1770751503;2026-02-10 20:25:03;20;1.000;DELLU2721DE_1770751503.png
1770751504;2026-02-10 20:25:04;20;1.000;DELLU2721DE_1770751504.png
1770751505;2026-02-10 20:25:05;19;1.000;DELLU2721DE_1770751505.png
1770751506;2026-02-10 20:25:06;22;1.000;DELLU2721DE_1770751506.png
1770751507;2026-02-10 20:25:07;12;1.000;DELLU2721DE_1770751507.png
1770751508;2026-02-10 20:25:08;12;1.000;DELLU2721DE_1770751508.png
1770751509;2026-02-10 20:25:09;10;0.996;DELLU2721DE_1770751509.png
1770751510;2026-02-10 20:25:10;11;0.990;DELLU2721DE_1770751510.png
1770751511;2026-02-10 20:25:11;10;0.997;DELLU2721DE_1770751511.png
1770751512;2026-02-10 20:25:12;10;0.997;DELLU2721DE_1770751512.png
1770751513;2026-02-10 20:25:13;10;0.997;DELLU2721DE_1770751513.png
1770751514;2026-02-10 20:25:14;10;0.997;DELLU2721DE_1770751514.png
1770751515;2026-02-10 20:25:15;31;1.000;DELLU2721DE_1770751515.png
1770751516;2026-02-10 20:25:16;14;1.000;DELLU2721DE_1770751516.png
1770751517;2026-02-10 20:25:17;11;0.992;DELLU2721DE_1770751517.png
1770751518;2026-02-10 20:25:18;23;1.000;DELLU2721DE_1770751518.png
1770751519;2026-02-10 20:25:19;20;1.000;DELLU2721DE_1770751519.png
1770751520;2026-02-10 20:25:20;15;0.999;DELLU2721DE_1770751520.png
1770751521;2026-02-10 20:25:21;27;1.000;DELLU2721DE_1770751521.png
1770751522;2026-02-10 20:25:22;22;1.000;DELLU2721DE_1770751522.png
1770751523;2026-02-10 20:25:23;13;1.000;DELLU2721DE_1770751523.png
1770751524;2026-02-10 20:25:24;11;0.982;DELLU2721DE_1770751524.png
1770751525;2026-02-10 20:25:25;11;0.991;DELLU2721DE_1770751525.png
1770751526;2026-02-10 20:25:26;10;0.997;DELLU2721DE_1770751526.png
1770751527;2026-02-10 20:25:27;10;0.997;DELLU2721DE_1770751527.png
1770751528;2026-02-10 20:25:28;10;0.997;DELLU2721DE_1770751528.png
1770751529;2026-02-10 20:25:29;10;0.997;DELLU2721DE_1770751529.png
1770751530;2026-02-10 20:25:30;10;0.997;DELLU2721DE_1770751530.png
1770751531;2026-02-10 20:25:31;10;0.996;DELLU2721DE_1770751531.png
1770751532;2026-02-10 20:25:32;10;0.996;DELLU2721DE_1770751532.png
1770751533;2026-02-10 20:25:33;10;0.997;DELLU2721DE_1770751533.png
1770751534;2026-02-10 20:25:34;10;0.997;DELLU2721DE_1770751534.png
1770751535;2026-02-10 20:25:35;10;0.997;DELLU2721DE_1770751535.png
1770751536;2026-02-10 20:25:36;46;1.000;DELLU2721DE_1770751536.png
1770751537;2026-02-10 20:25:37;30;1.000;DELLU2721DE_1770751537.png
1770751538;2026-02-10 20:25:38;37;1.000;DELLU2721DE_1770751538.png
1770751539;2026-02-10 20:25:39;35;1.000;DELLU2721DE_1770751539.png
1770751540;2026-02-10 20:25:40;36;1.000;DELLU2721DE_1770751540.png
1770751541;2026-02-10 20:25:41;36;1.000;DELLU2721DE_1770751541.png
1770751543;2026-02-10 20:25:43;36;1.000;DELLU2721DE_1770751543.png
1770751544;2026-02-10 20:25:44;36;1.000;DELLU2721DE_1770751544.png
1770751545;2026-02-10 20:25:45;36;1.000;DELLU2721DE_1770751545.png
1770751546;2026-02-10 20:25:46;13;1.000;DELLU2721DE_1770751546.png
1770751547;2026-02-10 20:25:47;24;1.000;DELLU2721DE_1770751547.png
1770751548;2026-02-10 20:25:48;18;1.000;DELLU2721DE_1770751548.png
1770751549;2026-02-10 20:25:49;18;1.000;DELLU2721DE_1770751549.png
1770751550;2026-02-10 20:25:50;11;0.990;DELLU2721DE_1770751550.png
1770751551;2026-02-10 20:25:51;11;0.990;DELLU2721DE_1770751551.png
1770751552;2026-02-10 20:25:52;11;0.990;DELLU2721DE_1770751552.png
1770751553;2026-02-10 20:25:53;11;0.990;DELLU2721DE_1770751553.png
1770751554;2026-02-10 20:25:54;11;0.991;DELLU2721DE_1770751554.png
1770751555;2026-02-10 20:25:55;11;0.990;DELLU2721DE_1770751555.png
1770751556;2026-02-10 20:25:56;11;0.990;DELLU2721DE_1770751556.png
1770751557;2026-02-10 20:25:57;11;0.991;DELLU2721DE_1770751557.png
1770751558;2026-02-10 20:25:58;10;0.997;DELLU2721DE_1770751558.png
1770751559;2026-02-10 20:25:59;33;0.991;DELLU2721DE_1770751559.png
1770751560;2026-02-10 20:26:00;25;1.000;DELLU2721DE_1770751560.png
1770751561;2026-02-10 20:26:01;23;1.000;DELLU2721DE_1770751561.png
1770751562;2026-02-10 20:26:02;23;1.000;DELLU2721DE_1770751562.png
1770751563;2026-02-10 20:26:03;15;0.998;DELLU2721DE_1770751563.png
1770751564;2026-02-10 20:26:04;20;1.000;DELLU2721DE_1770751564.png
1770751565;2026-02-10 20:26:05;21;1.000;DELLU2721DE_1770751565.png
1770751566;2026-02-10 20:26:06;17;0.998;DELLU2721DE_1770751566.png
1770751567;2026-02-10 20:26:07;19;1.000;DELLU2721DE_1770751567.png
1770751568;2026-02-10 20:26:08;23;1.000;DELLU2721DE_1770751568.png
1770751569;2026-02-10 20:26:09;12;1.000;DELLU2721DE_1770751569.png
1770751570;2026-02-10 20:26:10;11;0.990;DELLU2721DE_1770751570.png
1770751571;2026-02-10 20:26:11;11;0.992;DELLU2721DE_1770751571.png
1770751572;2026-02-10 20:26:12;10;0.997;DELLU2721DE_1770751572.png
1770751573;2026-02-10 20:26:13;10;0.997;DELLU2721DE_1770751573.png
1770751574;2026-02-10 20:26:14;11;0.990;DELLU2721DE_1770751574.png
1770751575;2026-02-10 20:26:15;10;0.997;DELLU2721DE_1770751575.png
1770751576;2026-02-10 20:26:16;11;0.991;DELLU2721DE_1770751576.png
1770751577;2026-02-10 20:26:17;10;0.996;DELLU2721DE_1770751577.png
1770751578;2026-02-10 20:26:18;10;0.997;DELLU2721DE_1770751578.png
1770751579;2026-02-10 20:26:19;10;0.997;DELLU2721DE_1770751579.png
1770751580;2026-02-10 20:26:20;37;1.000;DELLU2721DE_1770751580.png
1770751581;2026-02-10 20:26:21;32;1.000;DELLU2721DE_1770751581.png
1770751582;2026-02-10 20:26:22;30;1.000;DELLU2721DE_1770751582.png
1770751583;2026-02-10 20:26:23;29;1.000;DELLU2721DE_1770751583.png
1770751584;2026-02-10 20:26:24;36;1.000;DELLU2721DE_1770751584.png
1770751585;2026-02-10 20:26:25;32;1.000;DELLU2721DE_1770751585.png
1770751586;2026-02-10 20:26:26;31;1.000;DELLU2721DE_1770751586.png
1770751587;2026-02-10 20:26:27;35;1.000;DELLU2721DE_1770751587.png
1770751588;2026-02-10 20:26:28;26;0.783;DELLU2721DE_1770751588.png
1770751589;2026-02-10 20:26:29;13;1.000;DELLU2721DE_1770751589.png
1770751590;2026-02-10 20:26:30;19;1.000;DELLU2721DE_1770751590.png
1770751591;2026-02-10 20:26:31;20;1.000;DELLU2721DE_1770751591.png
1770751592;2026-02-10 20:26:32;23;1.000;DELLU2721DE_1770751592.png
1770751593;2026-02-10 20:26:33;12;1.000;DELLU2721DE_1770751593.png
1770751594;2026-02-10 20:26:34;11;0.990;DELLU2721DE_1770751594.png
1770751595;2026-02-10 20:26:35;22;1.000;DELLU2721DE_1770751595.png
1770751596;2026-02-10 20:26:36;23;1.000;DELLU2721DE_1770751596.png
1770751597;2026-02-10 20:26:37;23;1.000;DELLU2721DE_1770751597.png
1770751598;2026-02-10 20:26:38;22;1.000;DELLU2721DE_1770751598.png
1770751599;2026-02-10 20:26:39;21;1.000;DELLU2721DE_1770751599.png
1770751601;2026-02-10 20:26:41;12;1.000;DELLU2721DE_1770751601.png
1770751602;2026-02-10 20:26:42;23;1.000;DELLU2721DE_1770751602.png
1770751603;2026-02-10 20:26:43;22;1.000;DELLU2721DE_1770751603.png
1770751604;2026-02-10 20:26:44;21;1.000;DELLU2721DE_1770751604.png
1770751605;2026-02-10 20:26:45;23;1.000;DELLU2721DE_1770751605.png
1770751606;2026-02-10 20:26:46;12;1.000;DELLU2721DE_1770751606.png
1770751607;2026-02-10 20:26:47;11;0.994;DELLU2721DE_1770751607.png
1770751608;2026-02-10 20:26:48;11;0.993;DELLU2721DE_1770751608.png
1770751609;2026-02-10 20:26:49;11;0.993;DELLU2721DE_1770751609.png
1770751610;2026-02-10 20:26:50;10;0.999;DELLU2721DE_1770751610.png
1770751611;2026-02-10 20:26:51;10;0.999;DELLU2721DE_1770751611.png
1770751612;2026-02-10 20:26:52;19;1.000;DELLU2721DE_1770751612.png
1770751613;2026-02-10 20:26:53;26;0.968;DELLU2721DE_1770751613.png
1770751614;2026-02-10 20:26:54;23;1.000;DELLU2721DE_1770751614.png
1770751615;2026-02-10 20:26:55;22;1.000;DELLU2721DE_1770751615.png
1770751616;2026-02-10 20:26:56;21;1.000;DELLU2721DE_1770751616.png
1770751617;2026-02-10 20:26:57;20;1.000;DELLU2721DE_1770751617.png
1770751618;2026-02-10 20:26:58;21;1.000;DELLU2721DE_1770751618.png
1770751619;2026-02-10 20:26:59;20;1.000;DELLU2721DE_1770751619.png
1770751620;2026-02-10 20:27:00;15;0.998;DELLU2721DE_1770751620.png
1770751621;2026-02-10 20:27:01;20;1.000;DELLU2721DE_1770751621.png
1770751622;2026-02-10 20:27:02;17;0.998;DELLU2721DE_1770751622.png
1770751623;2026-02-10 20:27:03;21;1.000;DELLU2721DE_1770751623.png
1770751624;2026-02-10 20:27:04;15;0.999;DELLU2721DE_1770751624.png
1770751625;2026-02-10 20:27:05;22;1.000;DELLU2721DE_1770751625.png
